Molecule_ChEMBL_ID	Smiles	Standard_Type	Standard_Value	Standard_Units	Document_Year
CHEMBL5182862	CNCc1ccc(-c2c3ncn(CC4(O)CCN(Cc5ccc(-c6ccco6)cc5Cl)CC4)c(=O)c3nn2C)cc1	Papp	6.46	10^-6 cm/s	2022
CHEMBL5170406	Cn1cc2c3cc(C(=O)O)ccc3n(-c3ccc(C(F)(F)F)cc3)c2n1	Papp	16	10^-6 cm/s	2022
CHEMBL1751	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	Papp	0.93	10^-6 cm/s	2022
CHEMBL5180089	O=C(Nc1cnn(C2CCNCC2)c1)c1cc(C(=O)c2c(Cl)ccc(Cl)c2F)c[nH]1	Papp	0.3	10^-6 cm/s	2022
CHEMBL5187271	Cc1cc(-c2n[nH]c3ccc(Nc4ccccc4C#N)cc23)ccn1	Papp	1.7	10^-6 cm/s	2022
CHEMBL1751	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	Papp	13.88	10^-6 cm/s	2022
CHEMBL5193786	Cn1cc(NC(=O)c2cc(C(=O)c3c(Cl)ccc(Cl)c3F)c[nH]2)cn1	Papp	27	10^-6 cm/s	2022
CHEMBL5177346	Cc1cc(-c2n[nH]c3ccc(N[C@H]4CCCc5cc(C#N)ccc54)cc23)ccn1	Papp	13	10^-6 cm/s	2022
CHEMBL5182227	N#Cc1ccc2c(c1)CCC[C@H]2Nc1ccc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2c1	Papp	0.8	10^-6 cm/s	2022
CHEMBL5207998	Cc1cc(-c2n[nH]c3ccc(N[C@H]4CCCc5cc(C#N)ccc54)cc23)cc(C)n1	Papp	4	10^-6 cm/s	2022
CHEMBL5204722	O=C(C[C@H](CCN1CCCC(F)(F)C1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)NC1CCC1	Papp	33	10^-6 cm/s	2022
CHEMBL5191719	O=C(C[C@H](CCN1CCCC(F)(F)C1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)Nc1nnn[nH]1	Papp	8	10^-6 cm/s	2022
CHEMBL5172031	CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2OC)ncc1Cl	Papp	4.7	10^-6 cm/s	2022
CHEMBL5181966	Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3cccc(S(N)(=O)=O)c3)c(C3CC3)c2)ccn1	Papp	3.36	10^-6 cm/s	2022
CHEMBL5181966	Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3cccc(S(N)(=O)=O)c3)c(C3CC3)c2)ccn1	Papp	25.7	10^-6 cm/s	2022
CHEMBL4297442	OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O	Papp	0.07	10^-6 cm/s	2022
CHEMBL5200639	COc1ccc(N2CCc3cc(OC)c(OC)cc3C2)cc1	Papp	10.1	10^-6 cm/s	2022
CHEMBL5194980	COc1ccc(C(=O)Nc2cccc([C@@]3(C)O[C@H]4CO[C@@H]5N4[C@H]3O[C@]5(C)c3cccc(NC(=O)c4ccc(OC)cc4)c3)c2)cc1	Papp	16.6	10^-6 cm/s	2022
CHEMBL5185099	Cc1oc(=O)oc1COC(=O)CCCC[C@@H]1CCSS1	Papp	15.9	10^-6 cm/s	2022
CHEMBL521606	CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2	Papp	15.9	10^-6 cm/s	2022
CHEMBL5178575	FC(F)(F)c1c(Cl)ccc(-n2ccnn2)c1Cl	Papp	30	10^-6 cm/s	2022
CHEMBL5178575	FC(F)(F)c1c(Cl)ccc(-n2ccnn2)c1Cl	Papp	49	10^-6 cm/s	2022
CHEMBL5192803	CC(=O)c1cc(C(=O)Nc2cc(CO)cc(-c3cnn(C4CC4)c3)c2F)c2cc(OC(=O)N(C)C)ccn12	Papp	0.2	10^-6 cm/s	2022
CHEMBL5186229	Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(F)cc1	Papp	6.84	10^-6 cm/s	2022
CHEMBL5169772	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ncon5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1	Papp	0.35	10^-6 cm/s	2022
CHEMBL5199137	Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(CNS(C)(=O)=O)cc1	Papp	50	10^-6 cm/s	2022
CHEMBL4571380	COc1cc(CCNc2nc(C#Cc3ccccc3)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)ccc1O	Papp	2.71	10^-6 cm/s	2022
CHEMBL5290262	O=C(C1=C(O)C(=O)N(c2ccc(O)cc2)C1c1ccc([N+](=O)[O-])cc1)c1ccccc1	Papp	0.13	10^-6 cm/s	2022
CHEMBL5191073	COc1cc2c(cc1OC)CN(c1cccnc1)CC2	Papp	39.5	10^-6 cm/s	2022
CHEMBL5267870	Oc1nc2nonc2cc1Nc1c(F)c(F)c(F)c(F)c1F	Papp	12.4	10^-6 cm/s	2023
CHEMBL5087151	Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2	Papp	15.74	10^-6 cm/s	2022
CHEMBL5196713	Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2cc(Cl)cnc21	Papp	18.3	10^-6 cm/s	2022
CHEMBL5095248	COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1nccc(OC)c1F	Papp	9	10^-6 cm/s	2022
CHEMBL5171646	COc1ccnc(CNC(=O)c2cnn(Cc3ccc(Cn4ccccc4=O)cc3)c2)c1F	Papp	3.1	10^-6 cm/s	2022
CHEMBL5199231	CNC(=O)c1cncc(-c2cnn3cc(-c4cnn(C)c4)c(OC4CCOC4)nc23)c1	Papp	0.2	10^-6 cm/s	2022
CHEMBL5186341	COC(=O)N1C[C@@H](C)N(c2ncc3[nH]nc(-c4ccc(N5CCN(C)CC5)nc4)c3n2)[C@@H](C)C1	Papp	2.5	10^-6 cm/s	2022
CHEMBL5187807	COc1ccc(-c2cn3ccc(N4CCN(C5CCCC5)CC4)cc3n2)c(OCCCN2CCOCC2)c1	Papp	8.17	10^-6 cm/s	2022
CHEMBL5200474	O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4cc5c(cc4[nH]3)OCO5)n(Cc3ccccc3)c12	Papp	1.9	10^-6 cm/s	2022
CHEMBL5197055	CCCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(O)ccc3[nH]1)n2Cc1ccccc1	Papp	0	10^-6 cm/s	2022
CHEMBL5182871	CCCn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1ccccc1	Papp	40.3	10^-6 cm/s	2022
CHEMBL5208772	COc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1	Papp	65	10^-6 cm/s	2022
CHEMBL5197055	CCCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(O)ccc3[nH]1)n2Cc1ccccc1	Papp	35.3	10^-6 cm/s	2022
CHEMBL5082812	CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC7C8CC(CC74)CC5C8C6)cc3s2)cc1	Papp	5.32	10^-6 cm/s	2022
CHEMBL5199685	CCc1ccccc1NC(=O)c1cncc(-c2ccc(C(=O)N3CCNCC3)cc2)c1	Papp	3.8	10^-6 cm/s	2022
CHEMBL5182871	CCCn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1ccccc1	Papp	30.8	10^-6 cm/s	2022
CHEMBL5181579	OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O	Papp	14	10^-6 cm/s	2022
CHEMBL5191575	CC(=O)Nc1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1	Papp	3.9	10^-6 cm/s	2022
CHEMBL465208	OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	Papp	2.71	10^-6 cm/s	2022
CHEMBL1751	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	Papp	14.7	10^-6 cm/s	2022
CHEMBL5199417	C[C@@H]1CN(c2ccc(-c3n[nH]c4cnc(N5[C@H](C)CN(C(=O)N6CCCC6)C[C@@H]5C)nc34)cn2)CCN1	Papp	0.4	10^-6 cm/s	2022
CHEMBL5181536	COC(=O)N1C[C@@H](C)N(c2ncc3[nH]nc(-c4ccc(N5CCN(C)CC5)cc4)c3n2)[C@@H](C)C1	Papp	4.5	10^-6 cm/s	2022
CHEMBL5198875	COc1cc2c(cc1OC)C(C)N(c1ccc(F)cc1)CC2	Papp	8.3	10^-6 cm/s	2022
CHEMBL5188805	COc1cc2c(cc1OC)C(C)N(c1ccc(C=O)cc1)CC2	Papp	7.4	10^-6 cm/s	2022
CHEMBL5190848	COc1cc2c(cc1OC)CN(c1ccccn1)CC2	Papp	38.8	10^-6 cm/s	2022
CHEMBL5200021	COC(=O)c1ccccc1N1CCc2cc(OC)c(OC)cc2C1	Papp	2.1	10^-6 cm/s	2022
CHEMBL5195178	Cn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3cc(NC(=O)CC[C@H](N)C(=O)O)ccc3[nH]1)n2Cc1ccccc1	Papp	0	10^-6 cm/s	2022
CHEMBL5195178	Cn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3cc(NC(=O)CC[C@H](N)C(=O)O)ccc3[nH]1)n2Cc1ccccc1	Papp	0.1	10^-6 cm/s	2022
CHEMBL5183966	N#Cc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1	Papp	39.1	10^-6 cm/s	2022
CHEMBL428647	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O	Papp	11.13	10^-6 cm/s	2022
CHEMBL5201629	N#Cc1ccc2c(c1)CCC[C@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1	Papp	11	10^-6 cm/s	2022
CHEMBL5197481	Cc1nnn(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)NC1CC(=O)N(C)C1)C2	Papp	0.33	10^-6 cm/s	2022
CHEMBL5201629	N#Cc1ccc2c(c1)CCC[C@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1	Papp	8.1	10^-6 cm/s	2022
CHEMBL5201248	Cc1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)ccn1	Papp	1.8	10^-6 cm/s	2022
CHEMBL5183754	O=C1CCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CCCCC12	Papp	14.7	10^-6 cm/s	2022
CHEMBL5192853	COc1cc2c(cc1OC)C(C)N(c1ccc(CO)cc1)CC2	Papp	34.4	10^-6 cm/s	2022
CHEMBL5208772	COc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1	Papp	0.9	10^-6 cm/s	2022
CHEMBL5200474	O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4cc5c(cc4[nH]3)OCO5)n(Cc3ccccc3)c12	Papp	57.2	10^-6 cm/s	2022
CHEMBL429	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1	Papp	72	10^-6 cm/s	2022
CHEMBL5196289	Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1	Papp	10.3	10^-6 cm/s	2022
CHEMBL5175881	C#CCOc1ncc(F)c(OCC#C)n1	Papp	38.8	10^-6 cm/s	2022
CHEMBL5183282	O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(F)cc4[nH]3)n(Cc3ccccc3)c12	Papp	2.2	10^-6 cm/s	2022
CHEMBL27	CC(C)NCC(O)COc1cccc2ccccc12	Papp	22.14	10^-6 cm/s	2022
CHEMBL5287301	C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6cccc(N)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	Papp	0.053	10^-6 cm/s	2022
CHEMBL20	CC(=O)Nc1nnc(S(N)(=O)=O)s1	Papp	0.77	10^-6 cm/s	2023
CHEMBL5181579	OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O	Papp	16	10^-6 cm/s	2022
CHEMBL3343458	Cc1cc(Cc2cccc3ccccc23)n(O)c(=O)c1	Papp	6.46	10^-6 cm/s	2022
CHEMBL4284595	Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1	Papp	77	10^-6 cm/s	2022
CHEMBL5280823	O=C(C1=C(O)C(=O)N(c2ccccc2O)C1c1ccc([N+](=O)[O-])cc1)c1ccccc1	Papp	0.25	10^-6 cm/s	2022
CHEMBL5170238	CCc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1cccc(S(N)(=O)=O)c1	Papp	4.27	10^-6 cm/s	2022
CHEMBL5183954	COC(=O)c1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1	Papp	76.5	10^-6 cm/s	2022
CHEMBL5191481	CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc4c(cc3[nH]1)OCO4)n2Cc1ccccc1	Papp	79.7	10^-6 cm/s	2022
CHEMBL5197199	CN1CCN(Cc2ncc(NC(=O)c3cc(C(=O)c4c(Cl)ccc(Cl)c4F)c[nH]3)cn2)CC1	Papp	0.9	10^-6 cm/s	2022
CHEMBL5173346	CN1CCC(Nc2ncc(NC(=O)c3cc(C(=O)c4c(Cl)ccc(Cl)c4F)c[nH]3)cn2)CC1	Papp	0.3	10^-6 cm/s	2022
CHEMBL5174214	C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(CC(F)(F)c4ccc(Cl)cc4)nn3)c3c(N)ncnc32)C1	Papp	3.68	10^-6 cm/s	2022
CHEMBL5195838	C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(CC(F)(F)c4ccccc4)nn3)c3c(N)ncnc32)C1	Papp	11.81	10^-6 cm/s	2022
CHEMBL5189417	COc1cc2ncnc(N3CCC(CN4CCN(c5ccc(Cl)cc5)CC4)C3)c2cc1OC	Papp	0.26	10^-6 cm/s	2022
CHEMBL5173451	COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1cccc(OC)c1F	Papp	25	10^-6 cm/s	2022
CHEMBL5200689	O=C(C[C@H](CCN1CCCCC1)NC(=O)c1cc(-c2ccccc2C(F)(F)F)n(C2CCCC2)n1)NC1CCC1	Papp	0	10^-6 cm/s	2022
CHEMBL5201803	Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(C3CC3)cnc21	Papp	11.8	10^-6 cm/s	2022
CHEMBL5199076	Cc1cc2c(C(N)=O)c(N)n(-c3c(C)ccc(O)c3C)c2nc1C	Papp	15.2	10^-6 cm/s	2022
CHEMBL5188392	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5cnco5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1	Papp	2.36	10^-6 cm/s	2022
CHEMBL601757	Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1	Papp	17.8	10^-6 cm/s	2023
CHEMBL5083772	Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1	Papp	1.78	10^-6 cm/s	2022
CHEMBL5175760	CN1CCC(Oc2ccc(NC(=O)c3cc(C(=O)c4c(Cl)ccc(Cl)c4F)c[nH]3)cn2)CC1	Papp	2.5	10^-6 cm/s	2022
CHEMBL5198962	O=C(Nc1cnn(CC2CCNCC2)c1)c1cc(C(=O)c2c(Cl)ccc(Cl)c2F)c[nH]1	Papp	0.2	10^-6 cm/s	2022
CHEMBL5185576	O=c1[nH]c(=S)n(Cc2ccccc2CN2CCC2)c2cc[nH]c12	Papp	19	10^-6 cm/s	2022
CHEMBL5186637	Cc1cc2ncccc2cc1Nc1ncc2c(n1)n(C1CCN(C)CC1)c(=O)n2C	Papp	14	10^-6 cm/s	2022
CHEMBL5171419	Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(CNC=O)cc1	Papp	0.65	10^-6 cm/s	2022
CHEMBL5169989	COc1cc2c(cc1OC)CN(c1cccc(O)c1)CC2	Papp	43.7	10^-6 cm/s	2022
CHEMBL5205701	Cc1cc(Cc2ccc(OCc3ccccc3)cc2)n(O)c(=O)c1	Papp	0.942	10^-6 cm/s	2022
CHEMBL5186229	Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(F)cc1	Papp	3.2	10^-6 cm/s	2022
CHEMBL5207748	CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5nnc[nH]5)ccc4n3)cn2)CC1	Papp	16	10^-6 cm/s	2022
CHEMBL5193053	CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5cnn[nH]5)ccc4n3)cn2)CC1	Papp	3.3	10^-6 cm/s	2022
CHEMBL5178972	CC(=O)N1CC[C@H]2[C@@H]1CCN2[C@H]1CCC[C@@H](NC(=O)c2cc3c(F)ccc(C)c3[nH]2)C1	Papp	22	10^-6 cm/s	2022
CHEMBL5177578	Cc1[nH]nc(-c2ccnc(N3CCOCC3)c2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1	Papp	4.21	10^-6 cm/s	2022
CHEMBL5170238	CCc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1cccc(S(N)(=O)=O)c1	Papp	40.5	10^-6 cm/s	2022
CHEMBL5174380	Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C2CC2)c1	Papp	27	10^-6 cm/s	2022
CHEMBL5191228	O=C(Nc1nc2cccc(C3CCC4(CC3)CCN(C(=O)[C@@H]3CC3(F)F)CC4)n2n1)C1CC1	Papp	4.29	10^-6 cm/s	2022
CHEMBL5195083	Cc1nnn(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(CCS(C)(=O)=O)C2=O	Papp	22	10^-6 cm/s	2022
CHEMBL5179688	CC(=O)N1Cc2ccc(OCc3c(C)nnn3-c3ccc(F)cc3)nc2C1	Papp	54.5	10^-6 cm/s	2022
CHEMBL5198808	N#Cc1ccc2c(c1)OCC[C@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1	Papp	19	10^-6 cm/s	2022
CHEMBL5201248	Cc1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)ccn1	Papp	6.8	10^-6 cm/s	2022
CHEMBL5289579	Cc1ccc([C@@H](NC(=O)Cc2ccccc2)[C@@H](C)C(=O)O)cc1	Papp	2.3	10^-6 cm/s	2023
CHEMBL3774938	C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	Papp	1.69	10^-6 cm/s	2022
CHEMBL5220590	C[C@@H]1Cc2cc(C(N)=O)cnc2N1	Papp	21.77	10^-6 cm/s	2022
CHEMBL5182071	Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(-c3ncc(F)cc3F)cnc21	Papp	10.8	10^-6 cm/s	2022
CHEMBL5184265	Cc1nnn(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)NC1CCOC1)C2	Papp	18.7	10^-6 cm/s	2022
CHEMBL5169723	Cc1cc(Cc2ccccc2-c2ccccc2)n(O)c(=O)c1	Papp	0.203	10^-6 cm/s	2022
CHEMBL5291055	O=C(Cc1csc(NS(=O)(=O)C2CC2)n1)Nc1cccc(Cl)c1	Papp	0.39	10^-6 cm/s	2022
CHEMBL5183899	Cl.O=C(CCCC[C@@H]1CCSS1)OCCN1CCOCC1	Papp	0.386	10^-6 cm/s	2022
CHEMBL5170608	COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1c(C#N)ccc(OC)c1F	Papp	14	10^-6 cm/s	2022
CHEMBL5169946	N#Cc1ccc2c(c1)CCC[C@@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1	Papp	7.3	10^-6 cm/s	2022
CHEMBL13	COCCc1ccc(OCC(O)CNC(C)C)cc1	Papp	31.4	10^-6 cm/s	2022
CHEMBL24	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	Papp	0.9	10^-6 cm/s	2022
CHEMBL5173658	COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cc(C)nc3C)cc12	Papp	28.9	10^-6 cm/s	2022
CHEMBL5192356	CCn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccccc3[nH]1)n2Cc1ccccc1	Papp	12	10^-6 cm/s	2022
CHEMBL5178857	O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(O)cc4[nH]3)n(Cc3ccccc3)c12	Papp	0	10^-6 cm/s	2022
CHEMBL5173528	O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccccc4[nH]3)n(Cc3ccccc3)c12	Papp	70.5	10^-6 cm/s	2022
CHEMBL5078020	CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1COC(=O)c2cccc(-c3cc(C)c(C(=O)O)c(C)c3)c2CSC[C@H](C(=O)N(C)C)NC1=O	Papp	0.19	10^-6 cm/s	2022
CHEMBL5174380	Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C2CC2)c1	Papp	8.78	10^-6 cm/s	2022
CHEMBL1529478	FC(F)(F)c1ccccc1-c1nc(NCc2cccs2)c2ccccc2n1	Papp	6.4	10^-6 cm/s	2022
CHEMBL20	CC(=O)Nc1nnc(S(N)(=O)=O)s1	Papp	0.19	10^-6 cm/s	2023
CHEMBL126	CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1	Papp	6.9	10^-6 cm/s	2023
CHEMBL5087151	Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2	Papp	39.84	10^-6 cm/s	2022
CHEMBL5190847	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(C5=CCCC5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1	Papp	7.31	10^-6 cm/s	2022
CHEMBL5197876	Cn1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)cn1	Papp	8.8	10^-6 cm/s	2022
CHEMBL5177346	Cc1cc(-c2n[nH]c3ccc(N[C@H]4CCCc5cc(C#N)ccc54)cc23)ccn1	Papp	4.1	10^-6 cm/s	2022
CHEMBL24	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	Papp	0.67	10^-6 cm/s	2022
CHEMBL2386126	Cc1cc(Cc2ccccc2)n(O)c(=O)c1	Papp	14.4	10^-6 cm/s	2022
CHEMBL5170489	Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@@H]1CNC[C@H]1F)c(=O)n2C	Papp	9.4	10^-6 cm/s	2022
CHEMBL5193573	CN1CCC(N(C)c2ccc(NC(=O)c3cc(C(=O)c4c(Cl)ccc(Cl)c4F)c[nH]3)cn2)CC1	Papp	2	10^-6 cm/s	2022
CHEMBL5177024	Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C)C(c2ccccc2)c2ccccc2)cc1	Papp	21	10^-6 cm/s	2022
CHEMBL5273621	COc1ccc(S(=O)(=O)Nc2ccc(N3CCCCCC3)cc2C(=O)O)cc1	Papp	13	10^-6 cm/s	2023
CHEMBL5281246	Cc1ccc([C@@H](NC(=O)[C@@H](O)c2ccccc2)[C@@H](C)C(=O)O)cc1	Papp	0.26	10^-6 cm/s	2023
CHEMBL5278346	Cc1ccc([C@@H](NC(=O)[C@@H](F)c2ccccc2)[C@@H](C)C(=O)O)cc1	Papp	12	10^-6 cm/s	2023
CHEMBL1336	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	Papp	16.4	10^-6 cm/s	2022
CHEMBL1751	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	Papp	1.26	10^-6 cm/s	2022
CHEMBL24	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	Papp	0.65	10^-6 cm/s	2022
CHEMBL27	CC(C)NCC(O)COc1cccc2ccccc12	Papp	18.89	10^-6 cm/s	2022
CHEMBL5182747	CC(C)NCc1ccccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21	Papp	12	10^-6 cm/s	2022
CHEMBL5200597	C[C@H](N)c1cc(Cl)ccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21	Papp	10	10^-6 cm/s	2022
CHEMBL5188627	COc1cc2c(cc1OC)CN(c1ccc(F)cc1)CC2	Papp	20.4	10^-6 cm/s	2022
